%Load Cell 1 (lbf)	Load Cell 2 (lbf)	Summed Load (lbf)	Sampling Frequency 1.652000 kHz	
	% Water:	998	grams	
	% Pressure:	40	(psi)	
	% Temperature:	21	(C)	
	%Comments:	Standard test	
	%Group Number	1	%4/2/20181:27 PM
-0.012	0.002	-0.010
-0.006	0.003	-0.003
-0.007	0.003	-0.004
-0.010	0.005	-0.005
-0.010	0.005	-0.005
-0.008	0.005	-0.003
-0.011	0.004	-0.008
-0.014	0.005	-0.009
-0.018	0.004	-0.015
-0.022	0.003	-0.020
-0.024	0.002	-0.022
-0.021	0.003	-0.019
-0.023	0.002	-0.020
-0.023	0.004	-0.019
-0.027	0.003	-0.024
-0.028	0.002	-0.026
-0.024	0.005	-0.019
-0.021	0.007	-0.013
-0.018	0.011	-0.007
-0.020	0.010	-0.010
-0.019	0.013	-0.006
-0.019	0.011	-0.009
-0.023	0.006	-0.017
-0.026	0.006	-0.020
-0.027	0.005	-0.022
-0.028	0.001	-0.027
-0.030	0.001	-0.029
-0.024	0.005	-0.019
-0.022	0.005	-0.017
-0.018	0.007	-0.011
-0.017	0.011	-0.007
-0.013	0.014	0.001
-0.016	0.013	-0.003
-0.014	0.012	-0.003
-0.007	0.014	0.007
-0.011	0.012	0.001
-0.013	0.011	-0.001
-0.013	0.012	-0.001
-0.012	0.011	-0.002
-0.017	0.006	-0.012
-0.011	0.007	-0.004
-0.013	0.007	-0.005
-0.012	0.010	-0.002
-0.012	0.009	-0.002
-0.009	0.011	0.003
-0.007	0.010	0.004
-0.005	0.013	0.007
0.002	0.016	0.018
-0.001	0.014	0.014
-0.001	0.012	0.011
-0.001	0.011	0.011
-0.004	0.009	0.006
-0.012	0.004	-0.008
-0.012	0.003	-0.010
-0.012	0.000	-0.012
-0.013	-0.000	-0.014
-0.011	0.004	-0.007
-0.005	0.007	0.001
-0.004	0.007	0.003
-0.005	0.007	0.002
-0.001	0.008	0.007
-0.004	0.006	0.002
-0.004	0.003	-0.001
-0.003	0.007	0.004
-0.004	0.005	0.001
-0.015	0.004	-0.011
-0.018	0.003	-0.015
-0.018	0.002	-0.016
-0.019	-0.000	-0.020
-0.019	0.002	-0.016
-0.020	0.003	-0.017
-0.023	0.002	-0.021
-0.023	0.003	-0.021
-0.020	0.006	-0.014
-0.019	0.004	-0.015
-0.018	0.009	-0.008
-0.014	0.012	-0.002
-0.017	0.011	-0.006
-0.018	0.008	-0.009
-0.023	0.005	-0.018
-0.027	0.007	-0.020
-0.035	0.001	-0.033
-0.032	0.002	-0.030
-0.033	-0.001	-0.034
-0.028	0.000	-0.028
-0.026	0.003	-0.023
-0.019	0.009	-0.010
-0.015	0.010	-0.005
-0.013	0.011	-0.003
-0.014	0.011	-0.003
-0.016	0.009	-0.007
-0.011	0.009	-0.001
-0.013	0.009	-0.003
-0.013	0.011	-0.002
-0.020	0.006	-0.014
-0.018	0.004	-0.014
-0.016	0.005	-0.011
-0.017	0.003	-0.013
-0.018	0.004	-0.013
-0.014	0.006	-0.009
-0.009	0.008	-0.001
-0.011	0.007	-0.004
-0.006	0.008	0.002
-0.004	0.009	0.005
-0.001	0.009	0.008
-0.004	0.008	0.004
-0.002	0.010	0.008
-0.004	0.006	0.002
-0.009	0.003	-0.005
-0.009	0.001	-0.008
-0.010	-0.002	-0.012
-0.010	-0.004	-0.014
-0.010	-0.003	-0.013
-0.006	-0.001	-0.007
-0.007	0.001	-0.006
-0.003	0.003	-0.000
-0.003	0.005	0.002
-0.003	0.006	0.003
-0.007	0.002	-0.005
-0.001	0.002	0.001
-0.001	0.002	0.001
-0.003	0.002	-0.001
-0.009	0.001	-0.008
-0.014	-0.002	-0.016
-0.013	-0.002	-0.015
-0.016	-0.004	-0.020
-0.014	-0.002	-0.016
-0.018	-0.004	-0.022
-0.014	-0.001	-0.015
-0.012	0.002	-0.010
-0.013	0.002	-0.012
-0.012	0.005	-0.007
-0.012	0.008	-0.004
-0.010	0.008	-0.002
-0.014	0.004	-0.010
-0.015	0.003	-0.011
-0.021	0.000	-0.021
-0.026	-0.003	-0.029
-0.030	-0.005	-0.035
-0.027	-0.005	-0.032
-0.031	-0.006	-0.037
-0.029	-0.004	-0.032
-0.021	0.001	-0.020
-0.018	0.004	-0.015
-0.016	0.006	-0.009
-0.015	0.009	-0.005
-0.013	0.008	-0.005
-0.017	0.002	-0.015
-0.016	0.003	-0.013
-0.012	0.005	-0.007
-0.020	0.002	-0.018
-0.020	0.002	-0.018
-0.017	0.003	-0.015
-0.016	0.002	-0.014
-0.015	0.000	-0.015
-0.014	0.002	-0.013
-0.012	0.001	-0.011
-0.007	0.005	-0.002
-0.003	0.006	0.003
0.001	0.009	0.010
0.005	0.007	0.012
0.006	0.009	0.016
0.008	0.005	0.014
0.003	0.002	0.005
0.002	-0.001	0.000
-0.001	-0.004	-0.005
-0.003	-0.006	-0.008
-0.007	-0.011	-0.018
-0.005	-0.008	-0.013
-0.004	-0.011	-0.016
0.002	-0.005	-0.003
0.008	0.000	0.008
0.011	0.002	0.014
0.012	0.003	0.014
0.009	0.003	0.012
0.011	0.002	0.014
0.007	-0.003	0.005
0.007	-0.004	0.002
0.001	-0.003	-0.001
-0.001	-0.005	-0.006
-0.004	-0.008	-0.012
-0.005	-0.007	-0.012
-0.007	-0.009	-0.016
-0.009	-0.008	-0.017
-0.005	-0.006	-0.011
-0.006	-0.006	-0.012
-0.004	-0.004	-0.009
-0.000	-0.001	-0.001
0.001	0.004	0.006
-0.001	0.003	0.001
-0.002	0.002	0.000
-0.001	0.001	0.000
-0.006	-0.003	-0.009
-0.011	-0.006	-0.017
-0.013	-0.006	-0.020
-0.015	-0.007	-0.021
-0.019	-0.011	-0.030
-0.017	-0.008	-0.025
-0.012	-0.007	-0.019
-0.007	-0.002	-0.010
-0.004	0.001	-0.002
0.003	0.005	0.008
0.002	0.003	0.005
-0.001	0.001	-0.001
0.006	0.000	0.006
-0.000	-0.003	-0.003
-0.002	-0.003	-0.006
-0.005	-0.006	-0.011
-0.004	-0.007	-0.010
-0.007	-0.009	-0.016
-0.003	-0.007	-0.010
-0.002	-0.008	-0.010
-0.000	-0.007	-0.007
0.004	-0.008	-0.004
0.012	-0.003	0.009
0.018	-0.001	0.017
0.022	-0.000	0.021
0.024	0.002	0.027
0.028	-0.001	0.027
0.022	-0.004	0.018
0.024	-0.007	0.017
0.024	-0.009	0.015
0.019	-0.014	0.005
0.015	-0.015	-0.000
0.013	-0.017	-0.005
0.012	-0.020	-0.008
0.015	-0.019	-0.003
0.019	-0.016	0.003
0.031	-0.012	0.019
0.032	-0.012	0.020
0.033	-0.007	0.026
0.036	-0.009	0.027
0.037	-0.011	0.026
0.036	-0.014	0.022
0.034	-0.015	0.020
0.029	-0.018	0.011
0.028	-0.019	0.009
0.028	-0.020	0.008
0.023	-0.025	-0.001
0.024	-0.021	0.002
0.022	-0.023	-0.001
0.025	-0.022	0.003
0.025	-0.025	-0.001
0.030	-0.020	0.011
0.032	-0.019	0.013
0.032	-0.016	0.016
0.034	-0.013	0.021
0.033	-0.015	0.018
0.032	-0.018	0.014
0.024	-0.023	0.001
0.024	-0.022	0.002
0.016	-0.028	-0.012
0.014	-0.031	-0.017
0.014	-0.030	-0.016
0.014	-0.031	-0.017
0.015	-0.029	-0.014
0.020	-0.025	-0.005
0.027	-0.020	0.007
0.029	-0.018	0.011
0.031	-0.015	0.015
0.032	-0.016	0.016
0.032	-0.016	0.016
0.025	-0.020	0.005
0.028	-0.019	0.008
